,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
709,415270003,2533110014,700000,8Hj0,8Hj0.00,Referral to diabetes structured education programme,2533110014,NA,40,Ref DM structured educatn prog,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
710,415270003,6872991000006113,80,^ESCTRE687299,NA,Referral to diabetes structured education program,2533109016,NA,40,Ref DM structured educatn prog,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
711,415744000,2532974016,1000,8CP2,8CP2.00,Transition of diabetes care options discussed,2532974016,NA,32,transition of diabetes care options discussed,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
713,416554009,2549069011,50000,9N0n,9N0n.00,Seen in community diabetes specialist clinic,2549069011,NA,37,seen in community diabetes specialist clinic,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
714,417677008,2549896013,200,2BBo,2BBo.00,O/E - sight threatening diabetic retinopathy,2549896013,NA,27,O/E - sight threatening diabetic retinopathy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
715,417681008,2549901010,60000,9OLD,9OLD.00,Diabetic patient unsuitable for digital retinal photography,2549901010,NA,37,diabetic patient unsuitable for digital retinal photography,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
716,419100001,6931861000006110,20,^ESCTIN693186,NA,Infection of foot associated with diabetes,2576753016,NA,32,Infection of foot associated with diabetes (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
717,419100001,13832391000006118,900,^ESCT1383239,NA,Infection of foot due to diabetes mellitus,3775800013,NA,32,Infection of foot associated with diabetes (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
718,420270002,14083741000006114,200,^ESCT1408374,NA,Ketoacidosis due to type 1 diabetes mellitus,3873319011,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
719,420270002,616641000006110,1000,C1010,C101000,"Diabetes mellitus, juvenile type, with ketoacidosis",2618216015,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
720,420270002,928501000006119,20000,C10EM,C10EM00,Ketoacidosis in type 1 diabetes mellitus,2967817017,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
721,420270002,928511000006116,700,C10EM-1,C10EM11,Type I diabetes mellitus with ketoacidosis,2967817017,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
722,420270002,6951091000006110,3,^ESCTDI695109,NA,Diabetes type 1 with ketoacidosis,3035606019,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
723,420279001,84611000006113,200,C1090-2,C109012,Type 2 diabetes mellitus with renal complications,2618208012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
726,420279001,84551000006113,700,C109C-2,C109C12,Type 2 diabetes mellitus with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
729,420279001,587521000006111,800,C1090,C109000,Non-insulin-dependent diabetes mellitus with renal comps,2615535015,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
732,420279001,84921000006110,1000,C109C-1,C109C11,Renal disorder due to type 2 diabetes mellitus,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
735,420279001,616551000006111,1000,C1041,C104100,"Diabetes mellitus, adult onset, with renal manifestation",2615535015,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
738,420279001,914271000006114,90,C10FC-1,C10FC11,Type II diabetes mellitus with nephropathy,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
741,420279001,914041000006111,30,C10F0-1,C10F011,Type II diabetes mellitus with renal complications,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
744,420279001,280531000006119,200,C109C,C109C00,Non-insulin dependent diabetes mellitus with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
747,420279001,914261000006119,7000,C10FC,C10FC00,Diabetes type 2 with nephropathy,3035432019,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
750,420279001,914031000006118,3000,C10F0,C10F000,Renal disorder associated with type II diabetes mellitus,2618208012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
753,420279001,84981000006114,80,C1090-1,C109011,Type II diabetes mellitus with renal complications,3013392012,NA,32,Type II diabetes mellitus with renal complications,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
756,420422005,6953861000006110,20000,^ESCTDI695386,NA,Diabetic ketoacidosis,2616611010,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
760,420422005,6953891000006119,8,^ESCTDI695389,NA,Diabetic acidosis,2622194018,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
764,420422005,292489017,100,C103z,C103z00,Diabetes mellitus NOS with ketoacidotic coma,2616611010,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
768,420422005,6953871000006115,4,^ESCTKE695387,NA,Ketoacidosis in diabetes mellitus,2622192019,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
772,420422005,6953901000006115,1000,^ESCTDK695390,NA,DKA - diabetic ketoacidosis,3303994013,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
776,420422005,292479016,2000,C101z,C101z00,Diabetes mellitus NOS with ketoacidosis,2616611010,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
780,420422005,292478012,400,C101y,C101y00,Other specified diabetes mellitus with ketoacidosis,2616611010,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
784,420422005,2622193012,60000,C101,C101.00,Diabetes mellitus with ketoacidosis,2622193012,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
788,420422005,881461000006110,600,C101-99,C101.99,Diabetes+ketoacidosis -no coma,881461000006110,NA,32,Diabetes mellitus NOS with ketoacidotic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
792,420436000,14083761000006113,1,^ESCT1408376,NA,Mononeuropathy due to type 2 diabetes mellitus,3789623010,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
793,420436000,84531000006118,20,C109A-2,C109A12,Type 2 diabetes mellitus with mononeuropathy,2618201018,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
794,420436000,914231000006111,40,C10FA-1,C10FA11,Type II diabetes mellitus with mononeuropathy,3697667019,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
795,420436000,280521000006117,30,C109A,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,3697667019,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
796,420436000,914221000006113,300,C10FA,C10FA00,Type 2 diabetes mellitus with mononeuropathy,2618201018,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
797,420436000,84901000006117,30,C109A-1,C109A11,Mononeuropathy with type 2 diabetes mellitus,3697667019,NA,32,non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
798,420486006,6954991000006112,1,^ESCTEX695499,NA,Exudative maculopathy associated with type I diabetes mellitus,2618236019,NA,32,Type 1 diabetes mellitus with exudative maculopathy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
799,420486006,938301000006114,500,C10EP,C10EP00,Exudative maculopathy with type 1 diabetes mellitus,3698521013,NA,32,Type 1 diabetes mellitus with exudative maculopathy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
800,420486006,938311000006112,30,C10EP-1,C10EP11,Type I diabetes mellitus with exudative maculopathy,2618236019,NA,32,Type 1 diabetes mellitus with exudative maculopathy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
801,420486006,14083771000006118,8,^ESCT1408377,NA,Exudative maculopathy due to type 1 diabetes mellitus,3778111019,NA,32,Type 1 diabetes mellitus with exudative maculopathy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
802,420514000,928471000006114,20,C10EK-1,C10EK11,Type I diabetes mellitus with persistent proteinuria,2967914011,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
803,420514000,14083781000006115,100,^ESCT1408378,NA,Persistent proteinuria due to type 1 diabetes mellitus,3800541018,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
804,420514000,928461000006119,4000,C10EK,C10EK00,Persistent proteinuria associated with type 1 diabetes mellitus,2967914011,NA,32,type 1 diabetes mellitus with persistent proteinuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
805,420662003,14083791000006117,3,^ESCT1408379,NA,Coma due to diabetes mellitus,3873350013,NA,32,Other specified diabetes mellitus with coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
806,420662003,292488013,40,C103y,C103y00,Coma associated with diabetes mellitus,2618230013,NA,32,Other specified diabetes mellitus with coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
807,420683009,719591000006119,1,C10A4,C10A400,Malnutrition-related diabetes mellitus wth neuro complicatns,2618198011,NA,32,Neurological disorder associated with malnutrition-related diabetes mellitus (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
808,420715001,928561000006118,70000,C10FM,C10FM00,Persistent microalbuminuria associated with type 2 diabetes mellitus,2967769016,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
809,420715001,928571000006113,2000,C10FM-1,C10FM11,Type II diabetes mellitus with persistent microalbuminuria,2967769016,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
810,420715001,14083811000006118,9000,^ESCT1408381,NA,Persistent microalbuminuria due to type 2 diabetes mellitus,3800535013,NA,32,type 2 diabetes mellitus with persistent microalbuminuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
811,420756003,281161000006114,100,C109E,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,3035281015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
812,420756003,914311000006114,100,C10FE-1,C10FE11,Type II diabetes mellitus with diabetic cataract,3688522015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
813,420756003,914301000006111,500,C10FE,C10FE00,Type 2 diabetes mellitus with diabetic cataract,3688522015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
814,420756003,84871000006117,200,C109E-1,C109E11,Cataract due to diabetes mellitus type 2,3688522015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
815,420756003,6959811000006110,3,^ESCTDI695981,NA,Diabetes type 2 with cataract,3035281015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
816,420756003,84501000006114,100,C109E-2,C109E12,Type 2 diabetes mellitus with diabetic cataract,3688522015,NA,32,non-insulin depend diabetes mellitus with diabetic cataract,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
817,420789003,913661000006118,2000,C10E7,C10E700,Retinopathy with type 1 diabetes mellitus,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
818,420789003,84811000006114,100,C1087-1,C108711,Type I diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
819,420789003,14083831000006112,5,^ESCT1408383,NA,Retinopathy due to type 1 diabetes mellitus,3779404016,NA,32,Type I diabetes mellitus with retinopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
820,420789003,913671000006113,60,C10E7-1,C10E711,Type I diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
821,420789003,84441000006110,50,C1087-2,C108712,Type 1 diabetes mellitus with retinopathy,3699407019,NA,32,Type I diabetes mellitus with retinopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
822,420825003,84331000006112,2,C1086-2,C108612,Type 1 diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
823,420825003,84701000006115,10,C1086-1,C108611,Type I diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
824,420825003,292541011,200,C10E6,C10E600,Type 1 diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
825,420825003,292543014,10,C10E6-1,C10E611,Type I diabetes mellitus with gangrene,2618207019,NA,32,Type I diabetes mellitus with gangrene,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
826,420825003,14083841000006119,10,^ESCT1408384,NA,Gangrene due to type 1 diabetes mellitus,3800377014,NA,32,Type I diabetes mellitus with gangrene,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
827,420868002,616611000006111,100,C10z0,C10z000,Disorder due to type 1 diabetes mellitus,3013528019,NA,32,"diabetes mellitus, juvenile type, + unspecified complication",Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
828,420918009,84721000006113,4,C108B-1,C108B11,Mononeuropathy with type 1 diabetes mellitus,3697664014,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
829,420918009,913791000006119,7,C10EB-1,C10EB11,Type I diabetes mellitus with mononeuropathy,3697664014,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
830,420918009,913781000006117,20,C10EB,C10EB00,Type 1 diabetes mellitus with mononeuropathy,2618199015,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
831,420996007,719541000006111,4,C10A0,C10A000,Malnutrition-related diabetes mellitus with coma,2618229015,NA,32,malnutrition-related diabetes mellitus with coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
832,421075007,928531000006110,4,C10EN-1,C10EN11,Type I diabetes mellitus with ketoacidotic coma,2967758019,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
833,421075007,616651000006112,40,C1030,C103000,"Diabetes mellitus, juvenile type, with ketoacidotic coma",2618217012,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
834,421075007,928521000006112,800,C10EN,C10EN00,Ketoacidotic coma in type 1 diabetes mellitus,2967758019,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
835,421075007,14083881000006113,1,^ESCT1408388,NA,Ketoacidotic coma due to type 1 diabetes mellitus,3873334017,NA,32,Type 1 diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
837,421256007,719481000006116,1,C10A3,C10A300,Malnutrit-related diabetes mellitus wth ophthalmic complicat,2618239014,NA,32,Ophthalmic complication of malnutrition-related diabetes mellitus (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
838,421326000,12704971000006113,40,^ESCT1270497,NA,Neurologic disorder associated with type 2 diabetes mellitus,2623027010,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
839,421326000,84931000006113,40,C1092-1,C109211,Neurological disorder with diabetes type 2,3695406015,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
840,421326000,14083911000006113,40,^ESCT1408391,NA,Disorder of nervous system due to type 2 diabetes mellitus,3789017016,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
841,421326000,84561000006110,100,C1092-2,C109212,Type 2 diabetes mellitus with neurological complications,3695406015,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
842,421326000,616481000006119,2000,C1061,C106100,"Diabetes mellitus, adult onset, + neurological manifestation",2618196010,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
843,421326000,914081000006117,10,C10F2-1,C10F211,Type II diabetes mellitus with neurological complications,3695406015,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
844,421326000,280591000006115,600,C1092,C109200,Non-insulin-dependent diabetes mellitus with neuro comps,3695406015,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
845,421326000,914071000006115,2000,C10F2,C10F200,Neurologic disorder associated with type 2 diabetes mellitus,3695406015,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
846,421326000,6969931000006116,6,^ESCTDI696993,NA,Diabetes type 2 with neurological disorder,3035455016,NA,32,non-insulin-dependent diabetes mellitus with neuro comps,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
847,421365002,616591000006117,20,C1070,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder",2618205010,NA,32,insulin dependent diab mell with peripheral angiopathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
848,421468001,616671000006119,100,C1060,C106000,"Diabetes mellitus, juvenile, + neurological manifestation",2618197018,NA,32,Type I diabetes mellitus with neurological complications,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
849,421468001,84751000006116,4,C1082-1,C108211,Type I diabetes mellitus with neurological complications,3695401013,NA,32,Type I diabetes mellitus with neurological complications,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
850,421468001,84381000006113,20,C1082-2,C108212,Type 1 diabetes mellitus with neurological complications,2618197018,NA,32,Type I diabetes mellitus with neurological complications,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
851,421468001,14083941000006112,5,^ESCT1408394,NA,Disorder of nervous system due to type 1 diabetes mellitus,3789014011,NA,32,Type I diabetes mellitus with neurological complications,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
852,421468001,913511000006117,100,C10E2,C10E200,Type 1 diabetes mellitus with neurological complications,2618197018,NA,32,Type I diabetes mellitus with neurological complications,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
