,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments,X,X.1
258,290002008,5754581000006110,30,^ESCTBR575458,NA,Brittle type 1 diabetes mellitus,2872766016,NA,32,Unstable type 1 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
260,290002008,72721000006113,20,C1084-1,C108411,Unstable type I diabetes mellitus,429970018,NA,32,Unstable type 1 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
262,290002008,429970018,60,C10E4-1,C10E411,Unstable type I diabetes mellitus,429970018,NA,32,Unstable type 1 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
264,290002008,72711000006117,30,C1084-2,C108412,Unstable type 1 diabetes mellitus,429971019,NA,32,Unstable type 1 diabetes mellitus,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
266,300641000000105,1628691000006114,10000,9Nl4,9Nl4.00,Seen by general practitioner with special interest in diabetes,532621000000114,NA,37,seen by general practitioner special interest in diabetes,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
267,304752002,5933621000006118,20,^ESCTPE593362,NA,Perceived control of insulin-dependent diabetes,447137014,NA,32,perceived control of insulin-dependent diabetes,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
268,308113006,147491000006111,3000000,8A17,8A17.00,Self-monitoring of blood glucose,451421013,NA,32,Self-monitoring of blood glucose,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
269,310505005,454092018,800,ESCTDI23,NA,Diabetic hyperosmolar non-ketotic state,454092018,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
270,310505005,3330160012,500,ESCTDI23-1,NA,HHS - Hyperosmolar hyperglycaemic syndrome,3330160012,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
271,310505005,454093011,90,ESCTDI23-3,NA,HONKS - Diabetic hyperosmolar non-ketotic state,454093011,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
272,310505005,14077381000006115,20,^ESCT1407738,NA,Hyperosmolar non-ketotic state due to diabetes mellitus,3873751010,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
273,310505005,3330159019,600,ESCTDI23-2,NA,HHS - Hyperosmolar hyperglycemic syndrome,3330159019,NA,32,Diabetes mellitus with hyperosmolar coma,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
274,31211000119101,913931000006116,30,C10EG,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,3315042015,NA,32,insulin dependent diab mell with peripheral angiopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
275,31211000119101,913941000006114,3,C10EG-1,C10EG11,Peripheral angiopathy due to type 1 diabetes mellitus,3315042015,NA,32,insulin dependent diab mell with peripheral angiopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
276,31211000119101,84781000006112,2,C108G-1,C108G11,Type I diabetes mellitus with peripheral angiopathy,3315042015,NA,32,insulin dependent diab mell with peripheral angiopathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
277,312856000,456646018,100000,8H7f,8H7f.00,Referral to diabetes nurse,456646018,NA,40,Referral to diabetes nurse,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
278,312888008,456686014,100000,9NM0,9NM0.00,Attending diabetes clinic,456686014,NA,37,attending diabetes clinic,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
279,313435000,616621000006115,10000,C1000,C100000,Type 1 diabetes mellitus without complication,457326014,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
282,313435000,457326014,400,C10EA,C10EA00,Type 1 diabetes mellitus without complication,457326014,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
285,313435000,457325013,100,C10EA-1,C10EA11,Type I diabetes mellitus without complication,457325013,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
288,313435000,6030001000006116,20,^ESCTIN603000,NA,Insulin-dependent diabetes without complication,457327017,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
291,313435000,84831000006115,5,C108A-1,C108A11,Type I diabetes mellitus without complication,457325013,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
294,313435000,84461000006114,10,C108A-2,C108A12,Type 1 diabetes mellitus without complication,457326014,NA,32,Type I diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
297,313436004,616511000006110,80000,C1001,C100100,"Diabetes mellitus, adult onset, no mention of complication",457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
300,313436004,457329019,10000,C10F9,C10F900,Type 2 diabetes mellitus without complication,457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
303,313436004,457328010,5000,C1099,C109900,Non-insulin-dependent diabetes mellitus without complication,457328010,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
306,313436004,457330012,1000,C10F9-1,C10F911,Type II diabetes mellitus without complication,457330012,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
309,313436004,84641000006112,90,C1099-2,C109912,Type 2 diabetes mellitus without complication,457329019,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
312,313436004,85011000006119,80,C1099-1,C109911,Type II diabetes mellitus without complication,457330012,NA,32,Non-insulin-dependent diabetes mellitus without complication,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
315,314194001,458512016,300000,66AV,66AV.00,Diabetic on insulin and oral treatment,458512016,NA,1,Diabetic on insulin and oral treatment,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
316,314771006,459163017,40,C10EE-1,C10EE11,Type I diabetes mellitus with hypoglycaemic coma,459163017,NA,32,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
317,314771006,84711000006117,70,C108E-1,C108E11,Type I diabetes mellitus with hypoglycaemic coma,459163017,NA,32,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
318,314771006,84341000006119,30,C108E-2,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma,459161015,NA,32,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
319,314771006,459161015,300,C10EE,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,459161015,NA,32,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
320,314771006,6050041000006115,1,^ESCTIN605004,NA,Insulin dependent diabetes mellitus with hypoglycaemic coma,459162010,NA,32,Type 1 diabetes mellitus with hypoglycaemic coma,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
322,314893005,459294012,20,C10EH-1,C10EH11,Type I diabetes mellitus with arthropathy,459294012,NA,32,insulin dependent diabetes mellitus with arthropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
323,314893005,84311000006118,10,C108H-2,C108H12,Type 1 diabetes mellitus with arthropathy,459292011,NA,32,insulin dependent diabetes mellitus with arthropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
324,314893005,84681000006118,1,C108H-1,C108H11,Type I diabetes mellitus with arthropathy,459294012,NA,32,insulin dependent diabetes mellitus with arthropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
325,314893005,459292011,60,C10EH,C10EH00,Type 1 diabetes mellitus with arthropathy,459292011,NA,32,insulin dependent diabetes mellitus with arthropathy,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
326,314902007,459308015,300,C10FF,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,non-insulin-dependent d m with peripheral angiopath,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
327,314902007,84591000006119,8,C109F-2,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,459308015,NA,32,non-insulin-dependent d m with peripheral angiopath,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
328,314902007,280561000006111,80,C109F,C109F00,Non-insulin-dependent diabetes mellitus with peripheral angiopathy,459307013,NA,32,non-insulin-dependent d m with peripheral angiopath,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
329,314902007,459306016,60,C10FF-1,C10FF11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,non-insulin-dependent d m with peripheral angiopath,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
330,314902007,84961000006116,20,C109F-1,C109F11,Type II diabetes mellitus with peripheral angiopathy,459306016,NA,32,non-insulin-dependent d m with peripheral angiopath,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
331,315287002,616081000006113,30,889A,889A.00,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,459791015,NA,32,diab mellit insulin-glucose infus acute myocardial infarct,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
332,335621000000101,622221000000118,200,C10FS,C10FS00,Maternally inherited diabetes mellitus,622221000000118,NA,32,maternally inherited diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
333,365845005,453910015,200000,42c,42c..00,Haemoglobin A1C - diabetic control finding,1206639010,NA,11,hba1 - diabetic control,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
334,385041000000108,771381000006115,200,C1083,C108300,Insulin dependent diabetes mellitus with multiple complicatn,760111000000115,NA,32,Unspecified diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
335,385041000000108,913531000006111,100,C10E3-2,C10E312,Insulin dependent diabetes mellitus with multiple complicat,760111000000115,NA,32,Unspecified diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
336,385041000000108,13751000006117,400,C108y,C108y00,Other specified diabetes mellitus with multiple comps,760111000000115,NA,32,Unspecified diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
337,385041000000108,292565014,200,C108z,C108z00,Diabetes mellitus with multiple complications,760111000000115,NA,32,Unspecified diabetes mellitus with multiple complications,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
338,385051000000106,306112011,800,L1805,L180500,"Pre-existing diabetes mellitus, insulin-dependent",760131000000111,NA,32,"Pre-existing diabetes mellitus, insulin-dependent",Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
340,385051000000106,308110013,500,Lyu29,Lyu2900,Pre-existing diabetes mellitus,760131000000111,NA,32,"Pre-existing diabetes mellitus, insulin-dependent",Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
342,385051000000106,213141000006111,300,L180X,L180X00,"Pre-existing diabetes mellitus, unspecified",760131000000111,NA,32,"Pre-existing diabetes mellitus, insulin-dependent",Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
344,394673007,6546281000006117,2,^ESCTON654628,NA,On examination - Right diabetic foot - ulcerated,2621545012,NA,27,o/e - right diabetic foot - ulcerated,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
345,394673007,1488395018,40000,2G5H,2G5H.00,O/E - Right diabetic foot - ulcerated,1488395018,NA,27,o/e - right diabetic foot - ulcerated,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
346,394674001,1488396017,40000,2G5L,2G5L.00,O/E - Left diabetic foot - ulcerated,1488396017,NA,27,o/e - left diabetic foot - ulcerated,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
347,394684000,1767201000006118,30000,67IJ1,67IJ100,Diabetic pre-pregnancy education,2576238013,NA,17,pre-conception advice for diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
348,394684000,1488406011,4000,6761,6761,Diabetic pre-pregnancy counselling,1488406011,NA,17,pre-conception advice for diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
349,395204000,1667891000000113,90,C10FK-1,C10FK11,Hyperosmolar non-ketotic state in type II diabetes mellitus,1667891000000113,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
350,395204000,1488898011,1000,C10FK,C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1488898011,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
351,395204000,14079871000006119,20,^ESCT1407987,NA,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus,3873748015,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
352,395204000,850691000006118,500,C109K,C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1488898011,NA,32,hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
354,401110002,1780311019,4000,C10EL,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,1780311019,NA,32,Type I diabetes mellitus with persistent microalbuminuria,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
355,401110002,928491000006110,100,C10EL-1,C10EL11,Type I diabetes mellitus with persistent microalbuminuria,1780311019,NA,32,Type I diabetes mellitus with persistent microalbuminuria,Diabetes Mellitus,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate,NA,
356,407569005,2159170012,800000,8BL2,8BL2.00,Patient on maximal tolerated therapy for diabetes,2159170012,NA,32,patient on maximal tolerated therapy for diabetes,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
357,407672007,2159271018,200000,9N1i,9N1i.00,Seen in diabetic foot clinic,2159271018,NA,37,seen in diabetic foot clinic,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
358,408290003,12489821000006114,2000,^ESCT1248982,NA,Diabetes key contact,2159854012,NA,17,diabetes key contact,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
359,408391001,2159955012,20000,9NN8,9NN8.00,Under care of diabetologist,2159955012,NA,37,under care of diabetologist,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
360,408394009,2159958014,800000,9NND,9NND.00,Under care of diabetic foot screener,2159958014,NA,37,Under care of diabetic foot screener,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
361,408405001,2159969012,90000,9360,9360,Patient held diabetic record issued,2159969012,NA,37,patient held diabetic record issued,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
362,408475000,2160025013,10000,9b920,9b92000,Diabetic medicine,2160025013,NA,37,diabetic medicine,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
363,408539000,189701000000116,2,C10J0,C10J000,Insulin autoimmune syndrome without complication,2160089017,NA,32,Insul autoim synd without comp,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
364,408539000,2160089017,30,C10J,C10J.00,Insulin autoimmune syndrome,2160089017,NA,32,Insul autoim synd without comp,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
365,408540003,2160090014,200,C10H,C10H.00,Diabetes mellitus induced by non-steroid drugs,2160090014,NA,32,diabetes mellitus induced by non-steroid drugs,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
367,413183008,967631000006115,20,C10H0,C10H000,Diabetes mellitus induced by non-steroid drugs without complication,2474729016,NA,32,5,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
368,414890007,2532976019,1000,2G5W,2G5W.00,O/E - left chronic diabetic foot ulcer,2532976019,NA,27,o/e - left chronic diabetic foot ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
369,414906009,6866781000006116,2,^ESCTON686678,NA,On examination - right chronic diabetic foot ulcer,2621798013,NA,27,o/e - right chronic diabetic foot ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
370,414906009,2532977011,1000,2G5V,2G5V.00,O/E - right chronic diabetic foot ulcer,2532977011,NA,27,o/e - right chronic diabetic foot ulcer,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
371,415270003,2533110014,700000,8Hj0,8Hj0.00,Referral to diabetes structured education programme,2533110014,NA,40,Ref DM structured educatn prog,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
372,415270003,6872991000006113,80,^ESCTRE687299,NA,Referral to diabetes structured education program,2533109016,NA,40,Ref DM structured educatn prog,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
373,415744000,2532974016,1000,8CP2,8CP2.00,Transition of diabetes care options discussed,2532974016,NA,32,transition of diabetes care options discussed,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
375,416554009,2549069011,50000,9N0n,9N0n.00,Seen in community diabetes specialist clinic,2549069011,NA,37,seen in community diabetes specialist clinic,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
376,420270002,928511000006116,700,C10EM-1,C10EM11,Type I diabetes mellitus with ketoacidosis,2967817017,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
377,420270002,14083741000006114,200,^ESCT1408374,NA,Ketoacidosis due to type 1 diabetes mellitus,3873319011,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
378,420270002,616641000006110,1000,C1010,C101000,"Diabetes mellitus, juvenile type, with ketoacidosis",2618216015,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
379,420270002,928501000006119,20000,C10EM,C10EM00,Ketoacidosis in type 1 diabetes mellitus,2967817017,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
380,420270002,6951091000006110,3,^ESCTDI695109,NA,Diabetes type 1 with ketoacidosis,3035606019,NA,32,Type 1 diabetes mellitus with ketoacidosis,Diabetes Mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate,NA,
